,title, salary, cop_name, cop_info, exprence, tags, welfare
102, Shenzhen · Longgang District · Bantian, 20-40K," Huawei Technologies Co., Ltd"," Computer software does not require financing for more than 10,000 people", 1-3 years undergraduate, c," Overtime allowance, year-end bonus, termination compensation, full attendance bonus, free shuttle bus, communication allowance, employee travel, meal allowance, housing allowance, paid annual leave, transportation allowance, supplementary medical insurance, regular medical examination, stock options, snacks, afternoon tea, five insurances One gold, holiday benefits"
103, Shenzhen · Bao'an District · Xin'an, 7-12K·13 salary, Yuwen Sensing, Instrumentation/Industrial Automation does not require financing for 100-499 people, 1-3 years college, Windows,"Paid annual leave, five social insurances and one housing fund, holiday benefits, stock options, afternoon tea with snacks, regular physical examination, year-end bonus, supplementary medical insurance, overtime allowance, employee travel"
104, Beijing Chaoyang District Jiuxian Bridge, 15-18K, seastars, E-commerce has listed 100-499 people, 1-3 years undergraduate, Linux," Year-end bonus, employee travel, five insurances and one housing fund, paid annual leave, holiday benefits"
105, Shanghai Pudong New Area Lujiazui, 10-15K, Alibaba Group," More than 10,000 people have been listed on the Internet", Current/Fresh Undergraduate, data structure," Year-end bonus, holiday benefits, employee travel, transportation allowance, meal allowance, free shuttle bus, five social insurances and one housing fund, supplementary medical insurance, snacks, afternoon tea, stock options"
106, Beijing · Fengtai District · Jiugong, 20-40K, Aerospace Airui, Ship/air/space do not need financing 100-499 people, 1-3 years undergraduate, c++," Holiday benefits, paid annual leave, five insurances and one housing fund, year-end bonus, meal allowance, regular physical examination, supplementary medical insurance, communication allowance"
107, Shenzhen Nanshan District Nantou, 15-25K, billion dimension,Computer Services Unfinanced 100-499 People, Undergraduate within 1 year, c++," Holiday benefits, supplementary medical insurance, additional insurance, special benefits, stock options, regular physical examination, full attendance bonus, paid annual leave, meal allowance, transportation subsidy, talent training, housing subsidy, year-end bonus, employee travel, five insurances and one housing fund, Afternoon tea with snacks, communication allowance"
108, Changchun·Chaoyang District·High-tech Development Zone, 80-100 yuan/day, Changchun Boli Electronics, Computer software unfinanced 100-499 people, 4 days/week 9 months undergraduate, Algorithm Fundamentals," Meal allowance, holiday benefits, five insurances and one housing fund, employee travel, paid annual leave, year-end bonus, regular medical examination"
109, Beijing·Haidian District·Huilongguan, 25-35K 15 salary, Didi, Mobile Internet D round and above 1000-9999 people, 3-5 years undergraduate, Linux," Five social insurances and one housing fund, supplementary medical insurance, regular physical examination"
110, Shanghai·Baoshan District·Shangda University, 10-15K, Shanghai Little Turtle Technology, Medical equipment/devices 20-99 people, 1-3 years undergraduate, c++,
111, Shenzhen·Nanshan District·Science and Technology Park, 20-35K, Hemei Information,Internet finance unfinanced 500-999 people, 5-10 years undergraduate, c++," Paid annual leave, holiday benefits, stock options, family visit fee, regular physical examination, year-end bonus, afternoon tea with snacks, five social insurances and one housing fund, meal allowance, employee travel"
112, Baoding·Jingxiu District·Botanical Garden, 4-8K, Le Zhiwei, Training institutions 20-99 people, 1-3 years undergraduate, c++,
113, Changsha·Changsha County·Xingsha Tongcheng Plaza, 150-200 yuan/day, Changsha Baili's promise-keeping information..., Training institutions have not financed 20-99 people, 6 days/week 6 months junior college, Education and training," Year-end bonus, five insurances, holiday benefits"
114, Xi'an Yanta District Electronic City, 12-24K, Xidian University, Computer software 1000-9999 people, 3-5 years undergraduate, Network protocol," Five insurances and one housing fund, year-end bonus, free shuttle bus, afternoon tea with snacks, paid annual leave"
115, Shanghai · Yangpu District · Wujiaochang, 30-50K 15 salary, Agora, Mobile Internet has been listed 1000-9999 people, Unlimited undergraduate experience, network programming,"Holiday benefits, regular physical examinations, fitness subsidies, transportation subsidies, five social insurances and one housing fund, employee travel, year-end bonuses, afternoon tea with snacks, paid annual leave"
116, Suzhou·Kunshan·Yushan, 10-15K·14 salary, photon cloud, Smart hardware does not require financing for 20-99 people, 1-3 years undergraduate, Embedded Technology," Meal allowance, overtime allowance, year-end bonus, holiday benefits, employee travel, five social insurances and one housing fund, paid annual leave"
117, Dongguan·Dalang Town·Songshan Lake, 15-30K, Huawei," Computer software does not require financing for more than 10,000 people", 1-3 years of education is not limited, Python," Stock options, meal allowance, year-end bonus, overtime allowance, five social insurances and one housing fund, snacks, afternoon tea, holiday benefits, employee travel, regular physical examination, supplementary medical insurance"
118, Shanghai·Changning District·Tianshan, 11-20K, screencom, Instrumentation/Industrial Automation 0-20 people, 1-3 years undergraduate, Embedded Technology,
119, Mianyang, 10-15K, Mai Shi Cui, E-commerce unfinanced 0-20 people, Unlimited undergraduate experience, network programming, Five insurances and one housing fund
120, Jinan·Lixia District·National Games Village Central Square,6-10K, Watt Robot Club, Online education unfinanced 20-99 people, Experience is not limited to college, Python," Stock options, communication subsidies, employee travel, accommodation, full attendance bonus, year-end bonus, five social insurances and one housing fund, holiday benefits, overtime allowance"
121, Guangzhou·Huangpu District·Science City, 15-30K, Yisa Intelligent Technology, Intelligent hardware angel wheel 20-99 people, 3-5 years undergraduate, Teaching and research," Transportation subsidy, stock options, five insurances and one housing fund, year-end bonus"
122, Beijing·Dongcheng District·Gongti, 30-35K, Beijing Borui Hongyuan, Computer software has been listed 500-999 people, 5-10 years undergraduate, clickhouse," Stock options, meal allowance, regular physical examination, employee travel, year-end bonus, communication subsidy, holiday benefits, five social insurances and one housing fund, paid annual leave, snacks, afternoon tea, transportation allowance"
123, Fuzhou·Minhou County·Fuzhou Normal University (Qishan Campus), 15-30K 14 salary, Ruijie Networks, Communication/network equipment has been listed 1000-9999 people, Unlimited Master's Degree, software,"Supplementary medical insurance, free food, paid annual leave, meal allowance, communication allowance, employee travel, free shuttle bus, holiday benefits, afternoon tea with snacks, five social insurances and one housing fund, transportation allowance, overtime allowance, year-end bonus, regular medical examination"
124, Shenzhen·Futian District·Convention and Exhibition Center, 10-15K, Small code education, Online education C round 1000-9999 people, Unlimited undergraduate experience, Python," Year-end bonus, stock options, paid annual leave, meal allowance, holiday benefits, afternoon tea with snacks, five social insurances and one housing fund, employee travel"
125, Shenzhen·Nanshan District·Science and Technology Park, 10-15K, Small code education, Online education C round 1000-9999 people, Unlimited undergraduate experience, trainer," Employee travel, five social insurances and one housing fund, holiday benefits, year-end bonuses, stock options, meal supplements, snacks, afternoon tea, paid annual leave"
126, Guangzhou·Huangpu District·Science City, 15-30K, Shiyan Intelligence, Smart hardware unfinanced 20-99 people, 1-3 years undergraduate, web development," Stock options, afternoon tea with snacks, holiday benefits, communication subsidies, year-end bonuses, five social insurances and one housing fund, regular medical examinations, employee travel, paid annual leave"
127,"Beijing, Haidian District, Zhongguancun", 23-45K 15 salary, SenseTime, Computer software has been listed 1000-9999 people, 3-5 years undergraduate, container technology," Communication allowance, holiday benefits, transportation allowance, supplementary medical insurance, overtime allowance, meal allowance, five social insurances and one housing fund, housing allowance, regular physical examination, food package, year-end bonus, paid annual leave, afternoon tea with snacks, stock options"
